How is proctitis diagnosed?,a605c109-07c5-4670-9b21-3b52fe01a53f,1
What is an inguinal hernia?,da55e178-bfec-4ad6-90f6-2476d1962fd1,1
What is lactose intolerance?,99f04d62-79bd-4775-89b6-a08e6f36385a,1
How are gallstones treated?,215f0682-7092-424c-ac85-572992b50b6e,1
What is diverticular disease?,73f591d0-d43f-4fd1-85d9-581bb811b206,1
How common is cyclic vomiting syndrome?,95bcf703-f186-4342-a94b-6fafbe8ab28b,1
How are abdominal adhesions and intestinal obstructions diagnosed?,d6e913f8-5bde-4478-a292-c1b731c7b9b6,1
What causes Whipple disease?,63cf6952-1bd0-4a16-9884-fd41c4ee5913,1
How is lactose intolerance managed?,00ff241b-3ba8-4ab2-8172-9165e0805a4f,1
What is celiac disease?,f521c48e-554f-4b92-a763-6ee9e7732d63,1
What is lactose?,8458e742-1e7a-49c3-99d9-4bafef67b8eb,1
Who gets Menetrier's disease?,44fa0160-d154-4701-b169-bc5237258552,1
How is Alagille syndrome treated?,a23aada6-86c1-4d9d-8f71-ba7a454218d3,1
How are diverticulosis and diverticular disease diagnosed?,369538cf-f84d-4059-8950-514740d48e81,1
Can stress make Crohn's disease worse?,2b88ebc1-3670-4be4-b10a-f870a71aa9f5,1
When should a person talk with a health care provider about gallstones?,644b8b13-4458-4a4d-89c4-abd5524388f7,1
How is a peptic ulcer treated?,688206c9-8661-471e-9780-a7557427d8b6,1
What is the biliary tract?,fd390d31-26f8-45e1-aebd-72fdcd650772,1
What are anatomic problems of the lower gastrointestinal (GI) tract?,37a6b5da-1266-4182-aaeb-e0c3fb53abeb,1
What causes gastroparesis?,de6b9728-2804-4ffc-8ec9-ac79abdd2fe4,1
Who is more likely to have intestinal pseudo-obstruction?,8087ae4f-5519-49f4-8284-68dbca4ff80f,1
How is primary biliary cirrhosis treated?,9f5148e6-f56d-4583-a9c8-ff7a6cc4a221,1
What are the symptoms of IBS?,3d6da627-3fcd-4e4a-b34c-627abcf60b29,1
What is a possible complication of autoimmune hepatitis and cirrhosis?,15dec990-7701-4534-85d6-75d19e41051b,1
How does lactose intolerance affect health?,ff2d2d01-c1c1-4fee-b917-0cf78cb906e5,1
What causes Zollinger-Ellison syndrome?,a4ff1aa5-eb0e-49ad-a26a-d304bef4332c,1
What is primary biliary cirrhosis?,101e9f9d-5160-4470-8948-a9e48f1e2f77,1
What is fecal incontinence?,692b0c89-61f2-45f5-9467-adee3fb5fe9e,1
Who is more likely to develop Wilson disease?,34e3fc35-39b9-4730-9126-6c9160333fe5,1
What causes Alagille syndrome?,da3ae2ea-1029-420b-9586-c7973bb525c8,1
What are the complications of primary biliary cirrhosis?,22da76a4-143b-4166-8f93-5e6a87dcd0c8,1
What causes Wilson disease?,6e1b9b63-c8f8-4d28-94f4-549b554006e0,1
How is viral gastroenteritis diagnosed?,7a17f8b6-ade2-48f9-a3c7-b1b69ebdaee4,1
How are hemorrhoids diagnosed?,e1ab182a-faec-407d-8eb2-3c98e1bfcf65,1
What if a child has fecal incontinence?,8ef8420f-73c0-49f7-b89f-bf3887716133,1
How does smoking affect heartburn and GERD?,e9e18983-f23d-4a96-b404-e29dfb1f3df1,1
How common is pancreatitis in children?,eef77a7c-08bf-4f13-b3d7-213140d05609,1
What causes abdominal adhesions?,49ceb23a-f98c-47e8-8f5b-7d476dcc7391,1
What are abdominal adhesions?,10218c91-1438-4f25-b8dd-446557245634,1
Can antacids or milk help a peptic ulcer heal?,6127439b-206f-42bf-8817-575e384cf487,1
How is Alagille syndrome diagnosed?,6a787f38-5204-41c8-9d9e-ef6e2e96d8ef,1
What causes Menetrier's disease?,58b139ef-211c-47b2-85d4-7c53371deff8,1
What is the long-term outlook for people with Alagille syndrome?,b537dc4e-40e4-4661-b300-63ec5d216403,1
How common is constipation and who is affected?,f580ccfc-48f2-4d20-bd30-f02f0e5d97e6,1
What causes peptic ulcers?,057983e1-3048-4303-b6a3-403114155d80,1
How is GERD diagnosed in children and adolescents?,8e7a7dcc-ef4e-4b7b-87e9-b1281c24cd31,1
How is Zollinger-Ellison syndrome treated?,d4ab063f-422f-4cba-ba78-25ee6db5946c,1
How is Wilson disease treated?,f0e9a147-67f1-4866-8a7b-d4d3af596c1b,1
What is the digestive tract?,542000cf-2d4a-4ad6-b4b7-e8884ac4c661,1
What causes IBS?,62e5ce32-97b9-44e5-8230-8356dd9bbb17,1
What are the symptoms of gastroparesis?,f65ead25-3c7c-4145-ba0d-e335d3fe88b8,1
What are the symptoms of hemorrhoids?,5a7086c9-deb0-4ab6-8b0e-a1d01e1240ff,1
What are the symptoms of cyclic vomiting syndrome?,61e8a537-4e90-446f-a44a-471554c4fc9d,1
What are the symptoms of abdominal adhesions?,8468734c-df9a-454c-8cab-65a7461ab69a,1
Who is more likely to develop autoimmune hepatitis?,ff54ed69-f877-4ae9-8b74-530eb7b7a720,1
What is heme and what does it do?,04e33acd-9a50-432b-bea8-b27255c99b3e,1
What isH. pylori?,7c25fe16-8a53-4c26-8ee5-4a03cc026734,1
What are the signs and symptoms of bleeding in the digestive tract?,cf400079-0ba2-4db6-a439-3bf4ca071bd1,1
What causes gallstones?,e4a40e5d-966d-489a-9246-a9cbfd1a6061,1
How can bleeding in the digestive tract be prevented?,95396124-a916-4ecb-8d18-259c84f4c2d2,1
What are the complications of Whipple disease?,79d3257a-f08b-45e9-be00-f34c3e38602d,1
What are the symptoms of celiac disease?,f268a286-bc8c-4b28-9ad7-88a9fca8633a,1
How can abdominal adhesions be prevented?,ccb51b3e-b8ce-4bbe-a6a4-1d573022fb6f,1
How is gastritis diagnosed?,37b5209a-c27e-4c97-ad1b-139af024554e,1
What causes peptic ulcers?,19554c8e-a87f-4e8c-ac05-d6d182e2ec3d,1
What is the gastrointestinal (GI) tract?,deb8fde0-2800-4a9f-8ef6-4f0ef8a54175,1
What is diarrhea?,ce115794-057d-47e0-a027-ae599f73a5a4,1
What is the inguinal canal?,d76de368-24ab-417a-bb1d-dbab140946e0,1
What causes autoimmune hepatitis?,9399aa31-6b61-4287-903a-4c35ad3ee5ab,1
When should children with diarrhea see a health care provider?,06496433-0ac1-4b70-b253-e4fc9a206479,1
How isH. pylori spread?,367f8790-0569-4e68-8cb3-122d81de1c4f,1
How does smoking affect Crohn's disease?,697520f4-f43e-4870-89e5-e5d9374ecf1c,1
How is Whipple disease treated?,b68ed291-a495-4dde-8bfc-d7e1d63fb2ee,1
How does smoking affect peptic ulcers?,1a3413e1-91f4-478a-9bb7-f48e90f77a99,1
What is cirrhosis?,50c86d1e-7eed-4a10-950d-684d91e496f4,1
What if NSAIDs are still needed?,a781682b-fdf8-434d-b91e-d32e24d74b3e,1
How is cirrhosis treated?,ad6e01cb-71c1-4c3b-8744-ab2bf6db5ccc,1
What causes constipation?,2566674c-eb4d-4bc5-9037-fef704ded898,1
What causes bleeding in the digestive tract?,2dc72c38-d54b-4d57-bfe1-50d4bf2ede2b,1
What are hemorrhoids?,f50276d7-173c-4220-9ca2-282cd1f45ea4,1
What are the symptoms of a peptic ulcer?,c6c4cf28-7ee2-4bd1-ab2c-1b6eb4cedd69,1
How is constipation treated?,73d58cb7-053d-4f16-ab79-daef8eac3466,1
What are the complications of abdominal adhesions?,6b95c0a2-bea5-4f02-93e4-57b27b3940f3,1
What are the signs and symptoms of Wilson disease?,6b669405-c995-4f45-8510-dd674e62bb2f,1
Whipple Disease,b4d87911-113c-4751-b617-5fd6cfc7471b,1
What is constipation?,7ba7ac9f-c637-4431-9515-b5f2bd44b518,1
How is PSC treated?,f84cb92b-1f5f-4c22-b292-a482c1a8c827,1
Who is more likely to develop an inguinal hernia?,96d01ebb-51fd-4462-b355-85be6121fcb1,1
What are the signs and symptoms of Menetrier's disease?,a1e1c08e-3b6c-4805-8f6e-3da5eeba2405,1
What if the surgeon finds a normal appendix?,5b50777f-3190-40c0-8e55-d958782ec6ba,1
How is IBS treated?,14d16c4c-db75-4e0b-9595-75abd45f2d36,1
When is a liver transplant considered for cirrhosis?,7457339e-b9dd-4367-890e-530388efbd39,1
Who gets appendicitis?,5c927f5d-871b-49a4-b65d-e05889aa9dbf,1
How is appendicitis diagnosed?,91489d57-449a-4f44-a1b1-6c9054bfea5a,1
What are the problems of Crohn's disease?,5576a02d-a79b-4d5f-96de-05ab4f7dfb85,1
What other health problems do people with celiac disease have?,c4115fba-cc63-45a9-8a6d-8201fc01b99a,1
What is acute pancreatitis?,dd76768e-129e-4b9e-b154-12de07acafa6,1
What are the symptoms of gastritis?,7f2f79c6-9ecf-4474-a9cf-7d3180804af5,1
What are the symptoms of lactose intolerance?,a4084951-a259-4100-b203-0cd6c904ab6b,1
How is anH. pylori-induced ulcer diagnosed?,759f140a-3686-4907-9a4e-3381d7a741a8,1
What causes proctitis?,86fdf478-2b90-44ef-9e42-f057b7d61e25,1
How does bowel control work?,2c13b6d3-9c5a-4eeb-a98c-4b67d20b0b5f,1
How is porphyria treated?,1a6ecf7a-cb47-46b2-8f4e-e039dbed2357,1
What are the types of porphyria?,783cd25d-4f5e-44da-8113-f5b3c3cb7709,1
What is short bowel syndrome?,ac5b9d5d-7ae0-4ad7-bfc4-2e114ba32de6,1
How are hemorrhoids treated?,5dd8a40c-8763-4ea8-9ab4-03b89e911592,1
What causes porphyria?,3c342f61-0a97-4d47-815f-fe968d3629ab,1
What if proctitis is not treated?,3cbfec6f-4e09-44ec-a12e-01e98c3a2685,1
How is PSC diagnosed?,030d796e-d6be-440c-988b-5991e7714cad,1
How is porphyria diagnosed?,97c3ad69-f04a-430a-86d2-0c1ec0f15567,1
What is indigestion?,b6d1feff-5e35-4e18-a0b6-e2b55bbe7d72,1
Can proctitis be prevented?,0a9b5fa5-97d8-4245-91ba-a0ce6c401666,1
What are the complications of constipation?,11f8cb1b-cc0e-4bfb-9421-78b8b485a27e,1
How is gastroparesis diagnosed?,230981bd-af8a-4d15-a8d1-7be4004f535c,1
How is celiac disease diagnosed?,cd4491f2-c08a-47fb-8ab4-99819c041e65,1
How is celiac disease treated?,0b4b4fc6-bd08-4842-932a-3ab5c3a1f5bd,1
What is the gastrointestinal (GI) tract?,15e58ebd-fb76-4a32-a8b4-8d00d9dac8b4,1
How does stress affect IBS?,828ac9eb-197f-4a8a-9be9-7faf5580be29,1
How is UC treated?,88bd7b07-828d-4368-bdf4-03f52c91149f,1
What is Zollinger-Ellison syndrome?,b181b388-142b-493a-8a64-595cc48d5087,1
What is the appendix?,3b652634-29b4-404d-b4a6-3a5918fd8841,1
Can smoking make Crohn's disease worse?,8696a1c1-2b90-449b-aa83-bcd829907fef,1
What is irritable bowel syndrome (IBS)?,7689c6e4-d706-4513-8531-994d3cd72ef5,1
What are the symptoms of a peptic ulcer?,f896443d-55fb-4213-8772-0dcbcb0165d7,1
How is intestinal pseudo-obstruction diagnosed?,24364187-0e22-461e-baf8-87fe60acf45e,1
What is the gastrointestinal (GI) tract?,3aa6b58d-0ef9-49e4-b907-3ca14541d88e,1
How are inguinal hernias treated?,ede247cf-c73d-4e52-9cf2-ff08d67e91ce,1
How is appendicitis treated?,a1ef479a-3454-4dd7-80c6-0ca904ecda93,1
What is the GI tract?,0cbcf703-b371-447a-abca-abf9cba4e104,1
When should adults with diarrhea see a health care provider?,40d1b337-f143-41a4-899e-9b1475bff244,1
What is a peptic ulcer?,0835ef60-e27f-4a95-9bc6-c8e108d71452,1
What are the symptoms of primary biliary cirrhosis?,0330e373-c0e6-46ac-a2e4-d72060c89d6a,1
What are the problems of gastroparesis?,03cf8a58-4717-403a-b037-d45f7cbef386,1
How can Wilson disease be prevented?,61a22c29-95f3-4cf0-8a7f-1456cd2cfc64,1
What causes gastritis?,32defd2b-c316-468f-ac4a-f450e79e5047,1
What are the symptoms of viral gastroenteritis?,2822e3b0-5295-4134-ad9a-ef381c3ecb0b,1
How are gallstones diagnosed?,0a32b5cb-2228-4989-a88e-dec575723301,1
What are porphyrias?,ab8e3391-4c28-4f51-8e38-2c9e796f5b88,1
What is GERD?,68063448-34d6-48c9-ab24-1a4825ab9ab9,1
Can antacids or milk help a peptic ulcer heal?,7994b2de-f31e-4a96-af9c-4fa51aceee20,1
How common are abdominal adhesions and who is at risk?,bef7f440-5556-4dfe-ba73-6718a8da195e,1
How can inguinal hernias be prevented?,2c17cb10-7f55-4192-a5d4-c544a08a9af4,1
How is UC diagnosed?,5a539510-3dae-435e-9bc9-55b50afe3f95,1
What causes appendicitis?,444bf3bb-580e-45b6-8858-730025cc2b1b,1
How can viral gastroenteritis be prevented?,f0178c0f-119d-44c1-8a96-e0f9bd101515,1
What are NSAIDs?,8fe5754b-e4c8-45d1-9480-0058c3f31a87,1
What is primary sclerosing cholangitis (PSC)?,12016841-7f01-494b-aecb-e222eb2a0178,1
How is primary biliary cirrhosis diagnosed?,d8c0816f-e5b4-4b9a-8b84-240150908fb8,1
How is the cause of constipation diagnosed?,64e4b0cd-0418-4df4-91e9-3014d7cc3195,1
How are inguinal hernias diagnosed?,226b2316-f4c6-4545-96a0-912f64586c7b,1
Can the damage to the digestive system from smoking be reversed?,462591fb-6e78-462f-ac0a-612944145374,1
What are gallstones?,97c828c5-6c1e-4c1b-96bb-b0f80e7b6b4d,1
What causes PSC?,a94d8735-8aca-48e5-9f27-1e765740efde,1
What are some practical tips for coping with fecal incontinence?,c0816348-58e4-49ee-bc20-9124af32405a,1
How is Menetrier's disease treated?,37ab0059-a20c-4c01-b8c0-383aede990bb,1
Who gets diverticulosis and diverticular disease?,f108aea3-f6e5-49e3-9cfa-d2a6f979c4d7,1
Who is more likely to develop Whipple disease?,b047167f-8221-43db-8888-12b0e2cf24dc,1
What is pancreatitis?,56ce101a-5a5c-485d-aef4-78a5c9eca1d6,1
When is a liver transplant considered for primary biliary cirrhosis?,464d8e69-767c-4fd9-bb1e-48148a3237b7,1
How is GERD treated in children and adolescents?,2a1010b6-0e7b-4c01-9225-d518e5740152,1
What are the symptoms of indigestion?,0fa89f3c-7f6a-40dd-888a-4c9808108393,1
What are the complications and treatment of a burst appendix?,ff679c91-e6c9-48bb-be25-4a6ecc06aeb4,1
How is Zollinger-Ellison syndrome diagnosed?,dc0d5174-39d3-4833-83ef-9534be4e17f6,1
How is cyclic vomiting syndrome diagnosed?,1964f63c-6f1d-4b32-bd69-a0662312ab41,1
What is the small intestine?,3eb48958-2b97-4529-bb89-5fc6fe6f4216,1
How is proctitis treated?,9982ec50-0730-4ba7-96bc-c09d7fbef9bf,1
How is short bowel syndrome treated?,0570fe47-a8fd-4288-ba2c-2500b7b71635,1
What causes diverticulosis and diverticular disease?,61a71c15-4a0a-44a2-99d5-c3011ea8b147,1
What is Wilson disease?,36b30185-0825-4ac5-8586-6b40aafeb8e2,1
CanH. pylori infection be prevented?,4b60da14-744d-473d-a9df-210ad6752af8,1
What is the liver?,7546f386-c3e7-41dd-898c-178f7f60f282,1
How can a person prevent cyclic vomiting syndrome?,084b6dc6-e5ad-46cb-83a3-435bd550f225,1
How common are hemorrhoids?,93597ed6-955f-496e-a35c-00632a0aeca8,1
What are the complications of Wilson disease?,c5c87012-7739-4663-a799-d973481debf3,1
How does smoking affect gallstones?,10c6dff1-3511-428e-8d5f-04fabe3e5db2,1
What other conditions are associated with IBS?,e44f37e2-6dbd-4f50-b768-4cebe475e4dd,1
What causes cyclic vomiting syndrome?,f7777854-2063-4a71-9de7-74cdf4a29033,1
How is gastritis treated?,fa857709-2455-48ab-9b1f-dfce2ef12355,1
CanH. pylori infection be prevented?,4a56ca15-6d1e-44d6-be15-918800982809,1
How is viral gastroenteritis treated?,28e1679f-aea3-4a06-a166-4804c7c27ae7,1
What is viral gastroenteritis?,462c3954-6fac-4f46-83ad-b5b966f72e15,1
What are the symptoms of diverticular disease?,8d0ab196-bada-4791-b6cb-42f773d4c493,1
What is the abdominal cavity?,a8dc0838-a162-456b-89b5-aea4aa3dc651,1
What are the long-term complications of GERD for children and adolescents?,d51d8a3e-b999-4188-beea-5399621ac97e,1
Who gets Crohn's disease?,8960ea0d-aefa-457c-9d14-5b017074eb54,1
What are the other harmful effects of smoking on the digestive system?,63ff19c2-cafb-4c93-9329-1488f3c66c16,1
What is malrotation?,39d38632-cfcc-412b-9399-d7099c44d752,1
How do NSAIDs cause a peptic ulcer?,fc074c7d-d545-4be1-aeee-b50f63d94252,1
What are the signs and symptoms of short bowel syndrome?,7cbcaf65-8fba-4804-bd9c-322b1ff1fcdf,1
How is anH. pylori-induced ulcer treated?,e9d07bb8-c9b7-482c-8de2-5192ee7adb80,1
What are the symptoms of appendicitis?,a9e69b96-099e-4a02-b1ae-96a0956c484b,1
What is intestinal adaptation?,8f111854-51dd-49aa-a0c6-0ef6f4cbef14,1
How common is IBS and who is affected?,a95159f4-3af4-453b-aa52-b69638be8e70,1
How is Crohn's disease diagnosed?,ba25d83d-52d5-4ed0-881c-a00e95436752,1
How is gastroparesis treated?,05e7361a-7a83-480e-91ce-64a2b0bd7cb9,1
What causes UC?,71bda8a7-59c8-43bf-bff6-258b6951d08c,1
How common is porphyria?,c83dcfa0-914e-4187-b566-2af4cbfcb135,1
What are the symptoms of autoimmune hepatitis?,7a992b79-1446-4766-8558-0abaac9d1fb9,1
How can Whipple disease be prevented?,4214b350-7a43-49a0-aa34-5b3c47f911a0,1
What is gastritis?,b494746e-84f3-423e-81d9-ab5ab38ae099,1
What is Whipple disease?,6af68868-90a0-43a4-af17-6d4539e9be78,1
How is intestinal pseudo-obstruction treated?,b444e29a-68c9-43e7-bdb2-3bb1bf785813,1
What is a peptic ulcer?,f4bc60b2-6187-4713-979a-af4e11066a51,1
What causes inguinal hernias?,1d1c46e7-ca36-45cd-8c97-51cf1ea9750a,1
What are the symptoms of PSC?,d170317a-5bda-4c54-8593-38a3ac59ba03,1
What are the signs and symptoms of Whipple disease?,441bb7a6-a408-460f-816f-626363997639,1
How is Whipple disease diagnosed?,0cda4086-a323-4d5a-a275-ade574c0bd9d,1